2212,"{'review': 'はまる❗️', 'id': '980865528', 'name': {'label': '脱出ゲーム～怪盗ルニャン3世～'}}",1
1816,"{'review': 'いいですね', 'id': '970817084', 'name': {'label': 'ローグライクRPG ブレイブリーゲート'}}",1
2112,"{'review': 'ほんとにかわい子ばっかり！', 'id': '880465121', 'name': {'label': 'ぴたトーク-無料出会いアプリの定番！'}}",1
735,"{'review': '曲付きツムの再リリースお願いいたします！本気で本気でお願いいたします!!ガチです！', 'id': '724594093', 'name': {'label': 'LINE：ディズニー ツムツム'}}",1
651,"{'review': '⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️招待ＩＤ→qwMr⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️原作が好きでインストールしましたが、思っていたより遊べます！通常戦闘は戦略シミュレーション的なシステムで、別ゲームになりますがスパロボとか得意な方には簡単かもしれないです。強敵相手でも駒の進め方で案外なんとかなったりするので新参の方にも優しい(*^^*)内政で城を育てたり他国に侵攻するのもキングダムならではの遊び方で面白いです( ^ω^ )でも一番楽しいのは、自分の好きなキャラでパーティを組むことですね！今はは桓騎&ろくおみfeat.山の民で殺りたい放題パーティを組むのが目標ですww上の招待ＩＤを入力すれば王賁が貰えます！⭐️3で序盤はかなり頼もしいキャラなので、是非ゲットして下さいね（≧∇≦）', 'id': '931854667', 'name': {'label': 'キングダム -英雄の系譜-'}}",1
1695,"{'review': 'BXFWYTXZ9A仲間募集', 'id': '958048961', 'name': {'label': 'はらぺこ勇者と星の女神　-パズルRPG-'}}",1
781,"{'review': '素晴らしい', 'id': '724594093', 'name': {'label': 'LINE：ディズニー ツムツム'}}",1
2252,"{'review': 'いいね', 'id': '980865528', 'name': {'label': '脱出ゲーム～怪盗ルニャン3世～'}}",1
3086,"{'review': '毎日チェックしています。とても重宝しています😊', 'id': '447339142', 'name': {'label': 'プリ画像 - 壁紙・待受も探せる無料画像コミュニティ'}}",1
229,"{'review': 'どれも安心して買える！', 'id': '563764220', 'name': {'label': 'ハンドメイドマーケット - minne（ミンネ）'}}",1
1247,"{'review': '♪( ´▽｀)', 'id': '904209370', 'name': {'label': 'B612 - こころで撮る自撮り'}}",0
449,"{'review': 'マックでクーポンを使おうとしたらその時間がお昼で混んでた時間だったせいかサーバーが混んでて繋がりませんでした。繋がらず強制終了にもなりました。結局は待たせるわけにもいかないので使えませんでした。改善して下さい。', 'id': '413618155', 'name': {'label': 'McDonald's Japan'}}",1
1191,"{'review': '特に不満ありません。出品物によってはヤフオクを越えるサービスかと思っています。', 'id': '667861049', 'name': {'label': 'フリマアプリ-メルカリ フリマでかんたんショッピング'}}",1
217,"{'review': '大人からベビー服まで好みの物ばかりでいろいろ購入しました。作りもしっかりしているので重宝しそうです！ただ、ネットでの掲載写真の色合いと実物は、白系とクリーム系は見分けが付きにくいです。このことは作者もコメントに残していますが、実際、イメージしていた色はだいぶ違いました。それだけ注意！', 'id': '563764220', 'name': {'label': 'ハンドメイドマーケット - minne（ミンネ）'}}",1
2211,"{'review': 'あ', 'id': '980865528', 'name': {'label': '脱出ゲーム～怪盗ルニャン3世～'}}",0
1207,"{'review': '画像は見やすいし、購入しやすかったです！', 'id': '667861049', 'name': {'label': 'フリマアプリ-メルカリ フリマでかんたんショッピング'}}",1
1134,"{'review': 'イラストもキレイでとっても楽しいです！', 'id': '969936575', 'name': {'label': 'オルタンシア・サーガ -蒼の騎士団-'}}",1
2348,"{'review': 'Nice', 'id': '443354861', 'name': {'label': 'カメラ360-Camera360 Ultimate'}}",1
2209,"{'review': 'くだらないがやってみる〜', 'id': '980865528', 'name': {'label': '脱出ゲーム～怪盗ルニャン3世～'}}",1
615,"{'review': '容量あるのにすぐ落ちるし、フリーズ当たり前だし、最近は動画の途中で音声だけがはじめからになったり、映像とかも最初からになったりが多かったっていうかいつもなるからもうアンインストールする', 'id': '544007664', 'name': {'label': 'YouTube'}}",1
3180,"{'review': 'とても簡単！', 'id': '964220645', 'name': {'label': 'モザイク　ぼかし & モザイク加工アプリ'}}",1
2383,"{'review': 'ドリンクバーのクーポンが、ガストのおトクーポンよりお得です。チェックインをしたりTwittすると貰えるポイントで、ドリンクバーが無料になることもあります。使用価値はそれだけです。他に価値はありません。', 'id': '906930478', 'name': {'label': 'ガストアプリ　お得なクーポンが使える無料アプリ'}}",1
1587,"{'review': '超使いにくい。いらない。', 'id': '516561342', 'name': {'label': 'aillis (旧LINE camera)'}}",1
2625,"{'review': '(｡`･ω･´｡)', 'id': '905173595', 'name': {'label': '心にしみる育成ゲーム「昭和駄菓子屋物語」'}}",1
2676,"{'review': 'いろんなゲームに対応してて、攻略見てからアプリ起動できてすごく便利です！', 'id': '949244365', 'name': {'label': 'ゲーム攻略まとめアプリ◆あぷ速！'}}",1
350,"{'review': '59M77GJ使ってくださいおねかいします。', 'id': '858357080', 'name': {'label': '消滅都市'}}",1
3125,"{'review': 'なかなか', 'id': '869231055', 'name': {'label': 'Angry Birds Transformers'}}",0
2037,"{'review': 'とっても楽しいし、空いた時間や移動時間にも簡単にできるので、とってもいいです。私は、タッチするときに、タップ音が欲しかったです。あと、皆さんが言ってるように、ランキングがあるともっと楽しめるかなと思いました♪', 'id': '491903216', 'name': {'label': '反射神経測定'}}",1
432,"{'review': '無料ですので、遊んでみてはいかがですか〜？ワールド47で待ってます(￣▽￣)コード・735447これを入れたらいいことありますのでどうぞー☆*:.｡. o(≧▽≦)o .｡.:*☆', 'id': '477396335', 'name': {'label': 'ロードオブナイツ【街育成・戦略　無料シミュレーションRPGゲームアプリ】'}}",0
718,"{'review': '最高すぎ(*☻-☻*)', 'id': '952578897', 'name': {'label': 'LOL Movie： 顔＋声を変えちゃおう！'}}",1
357,"{'review': 'BGMと声優がとっても良くて、楽しいです！招待コードS836JLWです！使ってください！', 'id': '858357080', 'name': {'label': '消滅都市'}}",1
1944,"{'review': '段々難易度が上がってきたけどヒントもあるので嬉しかったです。', 'id': '990189198', 'name': {'label': '脱出ゲーム　シンデレラ　閉じ込められた家からの脱出'}}",1
487,"{'review': 'ロードが長すぎる', 'id': '413618155', 'name': {'label': 'McDonald's Japan'}}",1
779,"{'review': '何回やっても出ない確立UP嘘', 'id': '724594093', 'name': {'label': 'LINE：ディズニー ツムツム'}}",1
2111,"{'review': 'wcuigt', 'id': '880465121', 'name': {'label': 'ぴたトーク-無料出会いアプリの定番！'}}",0
2235,"{'review': '楽しい', 'id': '980865528', 'name': {'label': '脱出ゲーム～怪盗ルニャン3世～'}}",1
283,"{'review': 'い', 'id': '888615473', 'name': {'label': 'LINE ポコポコ'}}",0
1920,"{'review': 'ヒントの、おかげでクリアできました', 'id': '990189198', 'name': {'label': '脱出ゲーム　シンデレラ　閉じ込められた家からの脱出'}}",1
120,"{'review': 'ええやないかあ！！！！！', 'id': '952608759', 'name': {'label': 'モンスターギア'}}",1
752,"{'review': 'ビンゴカードの10枚目と11枚目、終わってしまいました。ビンゴカードが簡単すぎるので、ビンゴカードの数を増やしてもらうとありがたいです。', 'id': '724594093', 'name': {'label': 'LINE：ディズニー ツムツム'}}",1
2074,"{'review': '使いやすいし広告も気にならないしスタイリッシュ。バックグラウンド再生出来ればもっといいけど文句ないアプリです。', 'id': '437758919', 'name': {'label': 'Clipbox'}}",1
2071,"{'review': 'クリップができませんついこの間はできてたのに。困ってます', 'id': '437758919', 'name': {'label': 'Clipbox'}}",1
406,"{'review': '00ba50使って下さい', 'id': '477396335', 'name': {'label': 'ロードオブナイツ【街育成・戦略　無料シミュレーションRPGゲームアプリ】'}}",0
2140,"{'review': 'すごいいい感じ！使いやすい！最高！よければこれ使ってください。dyvhce', 'id': '880465121', 'name': {'label': 'ぴたトーク-無料出会いアプリの定番！'}}",1
3000,"{'review': 'コメント取得できない早く', 'id': '307764057', 'name': {'label': 'niconico'}}",1
655,"{'review': 'キングダム好きにはたまらないです！！よかったら、招待コード qkTL お願いします！', 'id': '931854667', 'name': {'label': 'キングダム -英雄の系譜-'}}",0
2314,"{'review': 'めちゃいい‼︎', 'id': '443354861', 'name': {'label': 'カメラ360-Camera360 Ultimate'}}",1
1834,"{'review': 'いいね', 'id': '970817084', 'name': {'label': 'ローグライクRPG ブレイブリーゲート'}}",1
1076,"{'review': '28B0D0C162', 'id': '919478091', 'name': {'label': '【500作全巻無料】 ハートコミックス'}}",0
869,"{'review': 'iPhoneの元からあるマップアプリより全然使いやすいし、駅の時刻表から値段まで出てくるのはすごい便利です！このアプリのおかげで一人で横須賀に行くことも出来ました！', 'id': '585027354', 'name': {'label': 'Google Maps'}}",1
